2025-01-06 10:48:24 - root - INFO: - iter:[0/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.362656 loss_bce: 1.362656 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:24 - root - INFO: - iter:[1/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.070738 loss_bce: 1.070738 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:24 - root - INFO: - iter:[2/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.847207 loss_bce: 0.847207 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:25 - root - INFO: - iter:[3/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.630651 loss_bce: 0.630651 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:25 - root - INFO: - iter:[4/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.440922 loss_bce: 0.440922 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:26 - root - INFO: - iter:[5/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.321409 loss_bce: 0.321409 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:26 - root - INFO: - iter:[6/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.677991 loss_bce: 0.677991 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:26 - root - INFO: - iter:[7/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.411225 loss_bce: 0.411225 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:27 - root - INFO: - iter:[8/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.283629 loss_bce: 0.283629 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:27 - root - INFO: - iter:[9/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.692017 loss_bce: 0.692017 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:28 - root - INFO: - iter:[10/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.396035 loss_bce: 0.396035 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:28 - root - INFO: - iter:[11/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.423867 loss_bce: 0.423867 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:28 - root - INFO: - iter:[12/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.449685 loss_bce: 0.449685 loss_rst: 0.000000 loss_flow: 0.000000
2025-01-06 10:48:29 - root - INFO: - iter:[13/411000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.345028 loss_bce: 0.345028 loss_rst: 0.000000 loss_flow: 0.000000
