2024-10-03 17:27:15 - root - INFO: - iter:[0/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 2.426289 loss_bce: 1.534939 loss_rst: 0.864902 loss_flow: 0.026447
2024-10-03 17:27:18 - root - INFO: - iter:[1/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 2.335939 loss_bce: 1.491383 loss_rst: 0.819827 loss_flow: 0.024729
2024-10-03 17:27:21 - root - INFO: - iter:[2/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 2.296848 loss_bce: 1.448109 loss_rst: 0.825132 loss_flow: 0.023607
2024-10-03 17:27:24 - root - INFO: - iter:[3/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 2.183576 loss_bce: 1.418253 loss_rst: 0.743343 loss_flow: 0.021980
2024-10-03 17:27:27 - root - INFO: - iter:[4/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 2.158816 loss_bce: 1.339537 loss_rst: 0.799433 loss_flow: 0.019846
2024-10-03 17:27:30 - root - INFO: - iter:[5/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 2.015073 loss_bce: 1.265414 loss_rst: 0.728448 loss_flow: 0.021211
2024-10-03 17:27:32 - root - INFO: - iter:[6/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.882803 loss_bce: 1.137167 loss_rst: 0.717898 loss_flow: 0.027738
2024-10-03 17:27:35 - root - INFO: - iter:[7/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.678723 loss_bce: 0.934607 loss_rst: 0.705327 loss_flow: 0.038788
2024-10-03 17:27:38 - root - INFO: - iter:[8/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.221130 loss_bce: 0.506772 loss_rst: 0.662645 loss_flow: 0.051713
2024-10-03 17:27:41 - root - INFO: - iter:[9/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.101138 loss_bce: 0.363753 loss_rst: 0.690073 loss_flow: 0.047313
2024-10-03 17:27:44 - root - INFO: - iter:[10/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.490653 loss_bce: 0.870173 loss_rst: 0.598923 loss_flow: 0.021558
2024-10-03 17:27:46 - root - INFO: - iter:[11/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.037775 loss_bce: 0.381555 loss_rst: 0.643923 loss_flow: 0.012297
2024-10-03 17:27:49 - root - INFO: - iter:[12/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.153139 loss_bce: 0.505886 loss_rst: 0.637130 loss_flow: 0.010123
2024-10-03 17:27:52 - root - INFO: - iter:[13/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.044499 loss_bce: 0.452173 loss_rst: 0.580930 loss_flow: 0.011397
2024-10-03 17:27:55 - root - INFO: - iter:[14/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.099744 loss_bce: 0.560539 loss_rst: 0.525655 loss_flow: 0.013550
2024-10-03 17:27:58 - root - INFO: - iter:[15/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 1.011463 loss_bce: 0.513767 loss_rst: 0.478911 loss_flow: 0.018785
2024-10-03 17:28:01 - root - INFO: - iter:[16/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.924758 loss_bce: 0.449665 loss_rst: 0.449533 loss_flow: 0.025561
2024-10-03 17:28:03 - root - INFO: - iter:[17/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.953885 loss_bce: 0.503164 loss_rst: 0.411222 loss_flow: 0.039499
2024-10-03 17:28:07 - root - INFO: - iter:[18/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.987825 loss_bce: 0.552275 loss_rst: 0.390225 loss_flow: 0.045325
2024-10-03 17:28:09 - root - INFO: - iter:[19/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.708970 loss_bce: 0.311082 loss_rst: 0.358314 loss_flow: 0.039575
2024-10-03 17:28:12 - root - INFO: - iter:[20/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.683318 loss_bce: 0.354112 loss_rst: 0.295686 loss_flow: 0.033521
2024-10-03 17:28:15 - root - INFO: - iter:[21/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.792419 loss_bce: 0.436568 loss_rst: 0.332752 loss_flow: 0.023099
2024-10-03 17:28:17 - root - INFO: - iter:[22/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.660218 loss_bce: 0.289996 loss_rst: 0.354945 loss_flow: 0.015277
2024-10-03 17:28:20 - root - INFO: - iter:[23/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.632060 loss_bce: 0.319844 loss_rst: 0.303225 loss_flow: 0.008990
2024-10-03 17:28:23 - root - INFO: - iter:[24/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.629677 loss_bce: 0.353662 loss_rst: 0.269504 loss_flow: 0.006512
2024-10-03 17:28:25 - root - INFO: - iter:[25/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.812354 loss_bce: 0.482730 loss_rst: 0.323881 loss_flow: 0.005742
2024-10-03 17:28:28 - root - INFO: - iter:[26/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.652461 loss_bce: 0.363173 loss_rst: 0.282090 loss_flow: 0.007198
2024-10-03 17:28:31 - root - INFO: - iter:[27/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.895199 loss_bce: 0.539376 loss_rst: 0.347724 loss_flow: 0.008100
2024-10-03 17:28:34 - root - INFO: - iter:[28/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.797572 loss_bce: 0.477187 loss_rst: 0.312837 loss_flow: 0.007548
2024-10-03 17:28:36 - root - INFO: - iter:[29/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.688251 loss_bce: 0.439349 loss_rst: 0.239828 loss_flow: 0.009073
2024-10-03 17:28:39 - root - INFO: - iter:[30/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.668219 loss_bce: 0.413926 loss_rst: 0.247669 loss_flow: 0.006624
2024-10-03 17:28:42 - root - INFO: - iter:[31/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.795137 loss_bce: 0.518934 loss_rst: 0.269434 loss_flow: 0.006769
2024-10-03 17:28:45 - root - INFO: - iter:[32/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.543941 loss_bce: 0.347906 loss_rst: 0.190140 loss_flow: 0.005895
2024-10-03 17:28:47 - root - INFO: - iter:[33/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.684658 loss_bce: 0.425165 loss_rst: 0.254623 loss_flow: 0.004870
2024-10-03 17:28:50 - root - INFO: - iter:[34/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.553946 loss_bce: 0.292324 loss_rst: 0.256087 loss_flow: 0.005535
2024-10-03 17:28:53 - root - INFO: - iter:[35/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.573088 loss_bce: 0.307286 loss_rst: 0.259579 loss_flow: 0.006223
2024-10-03 17:28:55 - root - INFO: - iter:[36/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.640805 loss_bce: 0.408197 loss_rst: 0.226861 loss_flow: 0.005747
2024-10-03 17:28:58 - root - INFO: - iter:[37/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.726387 loss_bce: 0.474250 loss_rst: 0.245080 loss_flow: 0.007057
2024-10-03 17:29:01 - root - INFO: - iter:[38/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.780790 loss_bce: 0.486546 loss_rst: 0.288192 loss_flow: 0.006052
2024-10-03 17:29:04 - root - INFO: - iter:[39/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.755620 loss_bce: 0.438534 loss_rst: 0.312517 loss_flow: 0.004570
2024-10-03 17:29:07 - root - INFO: - iter:[40/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.782128 loss_bce: 0.469708 loss_rst: 0.307979 loss_flow: 0.004442
2024-10-03 17:29:10 - root - INFO: - iter:[41/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.705163 loss_bce: 0.444700 loss_rst: 0.255851 loss_flow: 0.004613
2024-10-03 17:29:13 - root - INFO: - iter:[42/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.662838 loss_bce: 0.389803 loss_rst: 0.268758 loss_flow: 0.004277
2024-10-03 17:29:16 - root - INFO: - iter:[43/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.551906 loss_bce: 0.322388 loss_rst: 0.225569 loss_flow: 0.003949
2024-10-03 17:29:19 - root - INFO: - iter:[44/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.599055 loss_bce: 0.322292 loss_rst: 0.271585 loss_flow: 0.005178
2024-10-03 17:29:21 - root - INFO: - iter:[45/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.564303 loss_bce: 0.313537 loss_rst: 0.245003 loss_flow: 0.005762
2024-10-03 17:29:24 - root - INFO: - iter:[46/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.646619 loss_bce: 0.385115 loss_rst: 0.254604 loss_flow: 0.006899
2024-10-03 17:29:27 - root - INFO: - iter:[47/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.533731 loss_bce: 0.320272 loss_rst: 0.207633 loss_flow: 0.005825
2024-10-03 17:29:29 - root - INFO: - iter:[48/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.541246 loss_bce: 0.331149 loss_rst: 0.204933 loss_flow: 0.005165
2024-10-03 17:29:33 - root - INFO: - iter:[49/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.829962 loss_bce: 0.563420 loss_rst: 0.261213 loss_flow: 0.005329
2024-10-03 17:29:35 - root - INFO: - iter:[50/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.502724 loss_bce: 0.322913 loss_rst: 0.172514 loss_flow: 0.007298
2024-10-03 17:29:38 - root - INFO: - iter:[51/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.738664 loss_bce: 0.526798 loss_rst: 0.204742 loss_flow: 0.007124
2024-10-03 17:29:41 - root - INFO: - iter:[52/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.749576 loss_bce: 0.440036 loss_rst: 0.303473 loss_flow: 0.006067
2024-10-03 17:29:44 - root - INFO: - iter:[53/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.671361 loss_bce: 0.453662 loss_rst: 0.211391 loss_flow: 0.006307
2024-10-03 17:29:47 - root - INFO: - iter:[54/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.673093 loss_bce: 0.441658 loss_rst: 0.226761 loss_flow: 0.004674
2024-10-03 17:29:50 - root - INFO: - iter:[55/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.726947 loss_bce: 0.456034 loss_rst: 0.265887 loss_flow: 0.005026
2024-10-03 17:29:52 - root - INFO: - iter:[56/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.561849 loss_bce: 0.340168 loss_rst: 0.217601 loss_flow: 0.004079
2024-10-03 17:29:55 - root - INFO: - iter:[57/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.437838 loss_bce: 0.233124 loss_rst: 0.199078 loss_flow: 0.005637
2024-10-03 17:29:57 - root - INFO: - iter:[58/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.736066 loss_bce: 0.483221 loss_rst: 0.245770 loss_flow: 0.007075
2024-10-03 17:30:00 - root - INFO: - iter:[59/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.667545 loss_bce: 0.437188 loss_rst: 0.224211 loss_flow: 0.006146
2024-10-03 17:30:03 - root - INFO: - iter:[60/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.512989 loss_bce: 0.270988 loss_rst: 0.237916 loss_flow: 0.004086
2024-10-03 17:30:06 - root - INFO: - iter:[61/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.766672 loss_bce: 0.491393 loss_rst: 0.270445 loss_flow: 0.004835
2024-10-03 17:30:08 - root - INFO: - iter:[62/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.574629 loss_bce: 0.311935 loss_rst: 0.258188 loss_flow: 0.004506
2024-10-03 17:30:11 - root - INFO: - iter:[63/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.757581 loss_bce: 0.491010 loss_rst: 0.262092 loss_flow: 0.004480
2024-10-03 17:30:14 - root - INFO: - iter:[64/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.697611 loss_bce: 0.412468 loss_rst: 0.279009 loss_flow: 0.006133
2024-10-03 17:30:17 - root - INFO: - iter:[65/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.667181 loss_bce: 0.426139 loss_rst: 0.234997 loss_flow: 0.006045
2024-10-03 17:30:20 - root - INFO: - iter:[66/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.816165 loss_bce: 0.575500 loss_rst: 0.234465 loss_flow: 0.006200
2024-10-03 17:30:23 - root - INFO: - iter:[67/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.624992 loss_bce: 0.383034 loss_rst: 0.237117 loss_flow: 0.004841
2024-10-03 17:30:26 - root - INFO: - iter:[68/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.580804 loss_bce: 0.336972 loss_rst: 0.238463 loss_flow: 0.005369
2024-10-03 17:30:29 - root - INFO: - iter:[69/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.689348 loss_bce: 0.416025 loss_rst: 0.268870 loss_flow: 0.004453
2024-10-03 17:30:32 - root - INFO: - iter:[70/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.618134 loss_bce: 0.445475 loss_rst: 0.168269 loss_flow: 0.004390
2024-10-03 17:30:35 - root - INFO: - iter:[71/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.792751 loss_bce: 0.519908 loss_rst: 0.268287 loss_flow: 0.004557
2024-10-03 17:30:38 - root - INFO: - iter:[72/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.642578 loss_bce: 0.383239 loss_rst: 0.254116 loss_flow: 0.005223
2024-10-03 17:30:40 - root - INFO: - iter:[73/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.684898 loss_bce: 0.448636 loss_rst: 0.232959 loss_flow: 0.003303
2024-10-03 17:30:43 - root - INFO: - iter:[74/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.536345 loss_bce: 0.361550 loss_rst: 0.171284 loss_flow: 0.003511
2024-10-03 17:30:46 - root - INFO: - iter:[75/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.523389 loss_bce: 0.332110 loss_rst: 0.186719 loss_flow: 0.004559
2024-10-03 17:30:49 - root - INFO: - iter:[76/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.661174 loss_bce: 0.435067 loss_rst: 0.222141 loss_flow: 0.003966
2024-10-03 17:30:51 - root - INFO: - iter:[77/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.494063 loss_bce: 0.340011 loss_rst: 0.151179 loss_flow: 0.002874
2024-10-03 17:30:54 - root - INFO: - iter:[78/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.521929 loss_bce: 0.233298 loss_rst: 0.284277 loss_flow: 0.004353
2024-10-03 17:30:56 - root - INFO: - iter:[79/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.550083 loss_bce: 0.317830 loss_rst: 0.226903 loss_flow: 0.005350
2024-10-03 17:30:59 - root - INFO: - iter:[80/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.602868 loss_bce: 0.376021 loss_rst: 0.222938 loss_flow: 0.003909
2024-10-03 17:31:02 - root - INFO: - iter:[81/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.740525 loss_bce: 0.466876 loss_rst: 0.269838 loss_flow: 0.003811
2024-10-03 17:31:05 - root - INFO: - iter:[82/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.720253 loss_bce: 0.492004 loss_rst: 0.224079 loss_flow: 0.004170
2024-10-03 17:31:08 - root - INFO: - iter:[83/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.576648 loss_bce: 0.381717 loss_rst: 0.189177 loss_flow: 0.005755
2024-10-03 17:31:10 - root - INFO: - iter:[84/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.584719 loss_bce: 0.367547 loss_rst: 0.211812 loss_flow: 0.005359
2024-10-03 17:31:13 - root - INFO: - iter:[85/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.666329 loss_bce: 0.448760 loss_rst: 0.213315 loss_flow: 0.004253
2024-10-03 17:31:16 - root - INFO: - iter:[86/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.463729 loss_bce: 0.262587 loss_rst: 0.197982 loss_flow: 0.003160
2024-10-03 17:31:19 - root - INFO: - iter:[87/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.608131 loss_bce: 0.399972 loss_rst: 0.204848 loss_flow: 0.003311
2024-10-03 17:31:22 - root - INFO: - iter:[88/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.645909 loss_bce: 0.473995 loss_rst: 0.169225 loss_flow: 0.002689
2024-10-03 17:31:24 - root - INFO: - iter:[89/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.514079 loss_bce: 0.307608 loss_rst: 0.203354 loss_flow: 0.003118
2024-10-03 17:31:27 - root - INFO: - iter:[90/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.769147 loss_bce: 0.497536 loss_rst: 0.268740 loss_flow: 0.002870
2024-10-03 17:31:30 - root - INFO: - iter:[91/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.583683 loss_bce: 0.350633 loss_rst: 0.228884 loss_flow: 0.004166
2024-10-03 17:31:33 - root - INFO: - iter:[92/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.590269 loss_bce: 0.355816 loss_rst: 0.231424 loss_flow: 0.003029
2024-10-03 17:31:36 - root - INFO: - iter:[93/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.704384 loss_bce: 0.428738 loss_rst: 0.271617 loss_flow: 0.004029
2024-10-03 17:31:38 - root - INFO: - iter:[94/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.579585 loss_bce: 0.397654 loss_rst: 0.178484 loss_flow: 0.003447
2024-10-03 17:31:41 - root - INFO: - iter:[95/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.602437 loss_bce: 0.406174 loss_rst: 0.191939 loss_flow: 0.004323
2024-10-03 17:31:44 - root - INFO: - iter:[96/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.466129 loss_bce: 0.254475 loss_rst: 0.207530 loss_flow: 0.004124
2024-10-03 17:31:46 - root - INFO: - iter:[97/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.492396 loss_bce: 0.255459 loss_rst: 0.232651 loss_flow: 0.004286
2024-10-03 17:31:49 - root - INFO: - iter:[98/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.439905 loss_bce: 0.254876 loss_rst: 0.181614 loss_flow: 0.003416
2024-10-03 17:31:52 - root - INFO: - iter:[99/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.710323 loss_bce: 0.433916 loss_rst: 0.272700 loss_flow: 0.003707
2024-10-03 17:31:55 - root - INFO: - iter:[100/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.453219 loss_bce: 0.262484 loss_rst: 0.186956 loss_flow: 0.003779
2024-10-03 17:31:57 - root - INFO: - iter:[101/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.648553 loss_bce: 0.394277 loss_rst: 0.250803 loss_flow: 0.003472
2024-10-03 17:32:01 - root - INFO: - iter:[102/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.586293 loss_bce: 0.376230 loss_rst: 0.206675 loss_flow: 0.003388
2024-10-03 17:32:04 - root - INFO: - iter:[103/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.693741 loss_bce: 0.435069 loss_rst: 0.255447 loss_flow: 0.003225
2024-10-03 17:32:06 - root - INFO: - iter:[104/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.524423 loss_bce: 0.331131 loss_rst: 0.189499 loss_flow: 0.003794
2024-10-03 17:32:10 - root - INFO: - iter:[105/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.541128 loss_bce: 0.357459 loss_rst: 0.179243 loss_flow: 0.004426
2024-10-03 17:32:12 - root - INFO: - iter:[106/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.478058 loss_bce: 0.273002 loss_rst: 0.201228 loss_flow: 0.003827
2024-10-03 17:32:15 - root - INFO: - iter:[107/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.475142 loss_bce: 0.279974 loss_rst: 0.189313 loss_flow: 0.005854
2024-10-03 17:32:18 - root - INFO: - iter:[108/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.541232 loss_bce: 0.356855 loss_rst: 0.177944 loss_flow: 0.006433
2024-10-03 17:32:21 - root - INFO: - iter:[109/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.569594 loss_bce: 0.330448 loss_rst: 0.232265 loss_flow: 0.006882
2024-10-03 17:32:23 - root - INFO: - iter:[110/100000], lr: 0.00010000, weight_decay: 0.500000,loss: 0.519991 loss_bce: 0.303560 loss_rst: 0.212466 loss_flow: 0.003964
